text_final,airline_sentiment,airline,tweet_created,negativereason
seat assigned inappropriate child age aa knew age child,negative,American,2015-02-23 19:42:34 -0800,Bad Flight
biggest joke ever seen telling everyone never use guy joke,negative,American,2015-02-23 19:39:51 -0800,Can't Tell
pay accommodation one cancelled flightling no reason know saying lying weather,negative,American,2015-02-23 19:38:58 -0800,Customer Service Issue
airport extra night hotel not heard anything embarrassing airline saying,negative,American,2015-02-23 19:37:24 -0800,Customer Service Issue
getting bit ridiculous made miss full day work pay cab back forth,negative,American,2015-02-23 19:35:55 -0800,Cancelled Flight
assistance not helpful frustrating disappointing experience amp wsmall child inconvenient,negative,American,2015-02-23 19:35:29 -0800,Customer Service Issue
cancelled flight flight saying weather condition flight cancelled flight,negative,American,2015-02-23 19:34:51 -0800,Cancelled Flight
guy huge joke cancelled flight flight no reason rd time one trip,negative,American,2015-02-23 19:33:49 -0800,Cancelled Flight
going ? pathetic online not work phone want give seat assignment,negative,American,2015-02-23 19:32:19 -0800,Customer Service Issue
received ticket thank help,positive,American,2015-02-23 19:31:32 -0800,
jet slide icy taxiway story,neutral,American,2015-02-23 19:30:31 -0800,
getting hand called reservation reserve seat not let select online fee,negative,American,2015-02-23 19:30:10 -0800,Customer Service Issue
flight delayed hour human error like food truck hitting plane line frozen,negative,American,2015-02-23 19:27:14 -0800,Late Flight
disappointed airline never book guy,negative,American,2015-02-23 19:25:27 -0800,Can't Tell
found lost luggage not bring tomorrow next day weather not nicer terrible service,negative,American,2015-02-23 19:20:54 -0800,Lost Luggage
would ok send dm asking question deaf hold long ?,negative,American,2015-02-23 19:20:43 -0800,Customer Service Issue
sorry disappointed outoftouchwithreality people kid job,negative,American,2015-02-23 19:20:33 -0800,Cancelled Flight
not allowing book available seat,negative,American,2015-02-23 19:20:24 -0800,Flight Booking Problems
seriously flight detroit dallas cancelled flightled day row want get home amp see wife amp kid,negative,American,2015-02-23 19:17:19 -0800,Cancelled Flight
delay trapped plane no water air never ever ever neveragain aafail,negative,American,2015-02-23 19:10:09 -0800,Late Flight
literally told would rather empty seat mom get come earlier amp take dr appointment wow,negative,American,2015-02-23 19:09:51 -0800,Customer Service Issue
posted response facebook everyone see people appalled lack concern,negative,American,2015-02-23 19:09:22 -0800,Customer Service Issue
advantage deactivated not think deactivate customer account without knowledge help,negative,American,2015-02-23 19:09:18 -0800,Customer Service Issue
thanks making worst flying experience ever different plane mechanical issue hour counting,negative,American,2015-02-23 19:09:07 -0800,Late Flight
backpack need see agent ?,negative,American,2015-02-23 19:09:01 -0800,Can't Tell
really wanted sign airline credit card absurd change fee switch flight made think twice,negative,American,2015-02-23 19:07:33 -0800,Flight Booking Problems
sent email customer service night happened response basically bad sorry contact,negative,American,2015-02-23 19:05:32 -0800,Customer Service Issue
hi aa ! placed itin hold expire logged accountits gone ! seat not released inv help ?,negative,American,2015-02-23 19:03:05 -0800,Customer Service Issue
tpa ord ! ! ! aa another successful journey thanks hospitality !,positive,American,2015-02-23 19:01:56 -0800,
thank response much appreciated !,positive,American,2015-02-23 18:56:10 -0800,
flight using gate wbuses plane awful boarding process hour half late flight,negative,American,2015-02-23 18:53:48 -0800,Late Flight
another line call hold hour ? also get compensated loss time money ?,negative,American,2015-02-23 18:50:41 -0800,Customer Service Issue
day finally got automated service call back hung ! beyond ridicule help !,negative,American,2015-02-23 18:48:54 -0800,Customer Service Issue
asked waiver change fee flight booked win past hr rep rude told no not even try help !,negative,American,2015-02-23 18:48:12 -0800,Customer Service Issue
idea flight hsv dfw tomorrow cancelled flightled minute ago ?,neutral,American,2015-02-23 18:45:32 -0800,
thanks actually made connection flight delayed guess delay not bad thing,positive,American,2015-02-23 18:45:22 -0800,
issue not long wait infinite loop system not let customer wait leave message,negative,American,2015-02-23 18:41:05 -0800,Customer Service Issue
policy change ? seen people hamster rabbit,neutral,American,2015-02-23 18:40:37 -0800,
thanks attendant flight advising connect flight held ran kid flight departed poor service miami,negative,American,2015-02-23 18:40:29 -0800,Customer Service Issue
hour waiting phone u air help hour waiting airport yesterday love service guy,negative,American,2015-02-23 18:36:55 -0800,Customer Service Issue
standing baggage claim waiting bag hour dfw gate foot ! nothappy,negative,American,2015-02-23 18:31:22 -0800,Lost Luggage
right missed connection three hour kay lost bag,negative,American,2015-02-23 18:29:56 -0800,Lost Luggage
obviously see agentbooked u tomorrow morning no hotel no transportation pregnantwithtwins stranded angry,negative,American,2015-02-23 18:28:50 -0800,Cancelled Flight
suppose fl hour ago not waiting hour ridiculous,negative,American,2015-02-23 18:24:43 -0800,Late Flight
clt left gate next clt need help,neutral,American,2015-02-23 18:23:44 -0800,
company policy refuse employee speak employee phone ? interesting,negative,American,2015-02-23 18:21:51 -0800,Customer Service Issue
still hold hung first time another minute !,negative,American,2015-02-23 18:20:47 -0800,Customer Service Issue
not rebooked not get notified cancelled flightled,negative,American,2015-02-23 18:20:33 -0800,Cancelled Flight
flight tomorrow ?,neutral,American,2015-02-23 18:20:03 -0800,
thanks shoutout candace ! enjoy ride always ! adore airline !,positive,American,2015-02-23 18:17:02 -0800,
without notifying though ? not like cancelled flightling flight kim weather not played nice u,negative,American,2015-02-23 18:16:13 -0800,Cancelled Flight
still thinking pjs may sold would love board u ! come,positive,American,2015-02-23 18:15:34 -0800,
refuse customer willing pay upgrade half first class empty,negative,American,2015-02-23 18:12:37 -0800,Customer Service Issue
customer service call refunded money,negative,American,2015-02-23 18:11:49 -0800,Customer Service Issue
still hold,negative,American,2015-02-23 18:11:04 -0800,Customer Service Issue
ever wonder find responding many customer complaint twitter ? airline suck,negative,American,2015-02-23 18:10:12 -0800,Can't Tell
people cruel stupid ? posting personal email damn internet ? lost mind ? !,negative,American,2015-02-23 18:10:07 -0800,Customer Service Issue
get class discount wifi ? flying airline approx ?,neutral,American,2015-02-23 18:09:35 -0800,
customerservice sitting fourth plane today mechanical problem no excuse tough loyal,negative,American,2015-02-23 18:09:05 -0800,Bad Flight
bqonpa flight delayed posmia missed mia atl need seat last flight atl,negative,American,2015-02-23 18:06:55 -0800,Late Flight
bad service miami airport,negative,American,2015-02-23 18:06:41 -0800,Can't Tell
need entire customer service overhaul would never treat customer anything less service,negative,American,2015-02-23 18:03:49 -0800,Customer Service Issue
guy intentionally trying lose customer money ?,negative,American,2015-02-23 18:03:06 -0800,Can't Tell
continually play according federal regulation every second could see quicker service,negative,American,2015-02-23 18:02:54 -0800,Customer Service Issue
send trusted traveler id add reservation tsa pre ?,neutral,American,2015-02-23 18:01:56 -0800,
thanks hire car chicago drive mke mean go airport ? ? ?,negative,American,2015-02-23 18:01:32 -0800,Lost Luggage
folk executive platinum desk great pro understand displeasure change fee switch sw,positive,American,2015-02-23 18:01:20 -0800,
thanks anything help would information help process ?,positive,American,2015-02-23 17:59:59 -0800,
thanks cancelled flightled flight delayed flight not telling u missed work hotel worstcustomerservice,negative,American,2015-02-23 17:56:54 -0800,Cancelled Flight
flight delayed hour pilot ? spend hour phone get ep agent phone ?,negative,American,2015-02-23 17:53:55 -0800,Late Flight
advised gas pilot flight bad no one took action,negative,American,2015-02-23 17:52:43 -0800,Flight Attendant Complaints
need reported complete disregard paying customer ! donotflywiththem,negative,American,2015-02-23 17:52:39 -0800,Customer Service Issue
anything particular ask want document mileage plus status !,neutral,American,2015-02-23 17:52:23 -0800,
give u number call instead empty email since not working,negative,American,2015-02-23 17:50:17 -0800,Customer Service Issue
checking consistently called multiple time loyal aa customer disappointed,negative,American,2015-02-23 17:48:52 -0800,Customer Service Issue
congrats call center customer service ! guy named fidencio answered went amp beyond help !,positive,American,2015-02-23 17:44:36 -0800,
daughter record loc kybilc traveling yo need adjacent seat not across isle,neutral,American,2015-02-23 17:44:18 -0800,
gabriela miami rude employeeworking mialga check made experience unpleasant customerexperience,negative,American,2015-02-23 17:43:45 -0800,Flight Attendant Complaints
ok make no sense though since give free upgrade first,negative,American,2015-02-23 17:43:12 -0800,Bad Flight
not want cancelled flight wanted take someone keep price held today,negative,American,2015-02-23 17:39:50 -0800,Flight Booking Problems
not delay communication,negative,American,2015-02-23 17:35:58 -0800,Customer Service Issue
would like additional detail issue ? airport flight agent name ? happy w automated lip service ?,negative,American,2015-02-23 17:34:57 -0800,Customer Service Issue
supposed depart pm central ready close door pm central,negative,American,2015-02-23 17:34:36 -0800,Late Flight
despite inconvenience situation handled quickly appreciate much !,positive,American,2015-02-23 17:33:34 -0800,
absolutely !,positive,American,2015-02-23 17:33:01 -0800,
cluster continuesstill connecting instead directbag charged seat not together shafted,negative,American,2015-02-23 17:32:17 -0800,Bad Flight
pregnant twin going abandon overnight airport ? no hotel ? fault ?,negative,American,2015-02-23 17:32:15 -0800,Customer Service Issue
no idea delay flight pm pm delay another destination time,negative,American,2015-02-23 17:31:34 -0800,Late Flight
received actually thank ! ! !,positive,American,2015-02-23 17:30:56 -0800,
flight pensacola fl delayed flight,neutral,American,2015-02-23 17:30:32 -0800,
status itinerary say request red mean ?,neutral,American,2015-02-23 17:29:05 -0800,
bad rep loosing costumer luggage stopped flying back,negative,American,2015-02-23 17:28:43 -0800,Lost Luggage
happened ! ! !,neutral,American,2015-02-23 17:26:36 -0800,
drop call not people answering phone ? always high call volume call,negative,American,2015-02-23 17:25:36 -0800,Customer Service Issue
thanks not know still late flight hope get tonight,positive,American,2015-02-23 17:25:02 -0800,
